device_model,frequency
6cc58751,175
6d0a692e,1
6d484797,470
6d8395a3,2090
6dc50ddd,1
6e18f7d1,2
6e337886,272
6e4c66d0,651
6ec189cb,1
6f56a89f,2
706098d6,2
70674684,336
72306e4c,174
724e218f,3
72537d0f,414
730d9bda,73
7394e735,8
75155f4f,43
758fd711,35
76cb3d08,6160
778c6173,177
77a6fecb,1
77bcae80,988
7819148f,4
7874a4c6,1
78cdcc8f,125
79423117,61
7a876f21,313
7b7216d7,20
7bce7b94,16
7c4e8298,30
7c680e04,381
7d8ded13,30
7e300436,90
7e6ba9f8,4
7e83d3d2,2
7eb254eb,9
7fe04805,578
8008de14,129
8173e4a9,17
820fff35,1
82327a0e,9
827867af,1
828dd756,39
82b1bae6,3
83de1ccc,51
83fbdb80,2057
8453abb9,888
846308f9,19
854506c9,53
8571106b,51622
8632ee49,9
867740c9,7
87304ac8,394
87d38cd3,7
885cab1d,10
888ec4b3,42
8932b0c5,308
89b29f79,573
8ae2e04a,783
8b4c3d05,1
8bda961e,191
8bf17463,18
8c3a1fc3,3
8c6b4a1c,1
8cc9d243,445
8d3da497,433
8d98e130,243
8db09f1c,4583
8e9daaf7,260
8ef3829e,30
8f4aa74b,162
8f658c1e,4
905232be,4
90ac49cc,1320
9126c8d0,5185
91a5b941,1215
92a4720f,1
93e56f23,126
94983c31,96
95698089,223
95f7b1fe,8
962a7583,699
963ce945,10
9720e864,2425
9801dcd7,14279
9844b38e,10
98c2ac50,94
98f782e3,7
998e3d0b,126
99a066e8,8
99bf40ee,48
9a08f9c3,4338
9a233deb,5169
9ab1415c,40
9afad762,129
9b14ed4e,2784
9b5ce758,111274
9ba9529c,27
9c26a611,9
9c79f709,13
9e5cbddc,362
9e6d3278,8646
9e8bfcd8,7
9f03a015,16
9f5ed87f,1
9f79fc19,10
9fc8e246,229
a0917b34,36
a09dee9e,811
a0ea70a0,2
a0fe85cf,1
a128f0bc,72
a167e364,1
a2110d08,1710
a28ceb11,2
a2a0782c,3668
a3017f14,28
a3028c48,1
a39d0e30,4
a46c9064,42
a52937d1,5
a60e6029,3
a6c3accc,721
a7090ec7,997
a746ebbb,101
a7c6f72b,2
a8d6ce7c,1243
aa069cb2,1
aa93ef8c,189
aa9facf0,13
ab4a3829,45
ab55bb76,5
ac568bf6,202
ac94bd73,1261
ace0dbd8,3
ad0ecb0d,10533
ad310280,534
ae7c6b9f,311
ae970aa6,147
b06ba4f8,68
b18d172d,1
b19706fe,1
b357fe47,986
b3671282,1819
b39da888,86
b3bdc715,1
b5c4936a,509
b5fb7db3,198
b660a05f,5
b6e1308a,83
b7249093,518
b733c6fe,21
b887cd6f,10
b8fc5669,29
b91c7c6f,2
b943873f,1
b9b33dad,20
ba3d6cbc,357
ba71b08e,686
baa02e3d,10
baf8f436,1
bb71ddba,338
bbc5a77b,13
bc54d0da,2
bcd9a678,2
bd4811b9,80
bd618be1,1931
bd869616,220
be52c37c,4
be8e9571,12152
bfff3f69,1469
c02433d4,6946
c1231564,1
c19273a7,4
c315c67b,569
c3c3ffee,280
c3d7e4ea,2
c3f69bc0,7
c4070d67,342
c4266df1,72
c44e9f2b,78
c4609973,1
c4cca47d,6906
c4d1859c,21
c526f813,1857
c5698bc8,13
c58a4371,562
c5bcf564,8
c6a9af21,443
c6d4f8c3,127
c712a0fb,4
c762523b,10
c873fac6,5
c88cf62e,1572
c8dd839e,118
c91ec872,8
c94e5622,118
c973b86c,707
c9797678,19
c9ad2ba2,8
c9bfd493,6
ca136f4e,12496
ca1d1540,381
ca43dd1b,60
ca75adaa,40
cabc6075,3090
cad331da,11253
cb22e662,106
cba52a25,9
cbb3eb00,15
cbbfc739,5
cc2e4fe4,472
cc3eafd8,1
cc51a2e1,225
cd434a91,1
cd63b0bb,29998
cd89088d,66
ce530187,2664
ce974023,1
ceab683c,1100
cef6818a,4
cf6e17c1,7190
cfb5365d,1780
d0441f54,1
d05d72be,3
d0cb3b3b,167
d0dc744b,2430
d0f6d5dc,6
d17acaaa,3
d2a43afa,327
d31a172e,29144
d3656213,79
d3f255a6,2
d40e9143,285
d411a468,834
d412c986,154
d53f6ffa,97
d59bdeb2,1061
d68ae973,5
d6ab86d8,1
d6c4f35f,26
d6cd23ab,2866
d76d2411,980
d84aa77a,2
d88a6ec3,895
d93e6bd7,17
d9839a11,54
d9afbe5d,31
d9c1a527,9
da19b20b,23
da702577,185
dadecea8,53
dc15c87e,56197
dd284256,47
ddd86208,179
de30c1ba,279
de839020,3
dedb2665,158
dfcd0d96,181
dfedf6e8,860
e0220122,1728
e0510f3a,32
e0ced982,2608
e1c48f89,3
e215cd18,4421
e262810b,4095
e274a11d,4592
e2bf08f6,598
e34b4b6f,41
e47a3cae,700
e4a6a646,30341
e4d304c6,3681
e4e0912e,5
e59b7176,2856
e5a8ee5e,1799
e5d9ada1,26
e6662654,2808
e67d08b9,229
e6d5e8fa,183
e792a7b6,5855
e7d6cf8a,609
e8143522,377
e8d1eaaf,138
e90b5c59,1073
ea0aaca3,192
ea4912eb,2703
ea778aae,22
eab96727,387
eb020ea5,4
ebf433d8,1602
ec20a2b8,7
ec3fd274,1054
ec64dc76,642
eca0f7c0,544
ed39fff5,64
ed640508,1
ee8abeb4,13
eef6f824,3
efb02a8f,1227
f009ace1,8847
f026bc13,495
f026e3c0,3
f0312f4b,30
f0d59c26,434
f13334f4,647
f1d5e852,102
f2bbb99d,22
f36b5df5,1
f3a53397,5106
f439653f,65
f58368c1,395
f59ecb3b,4
f5bfa39c,7
f5f48541,18
f7273dad,175
f994739e,522
fa4c888c,1
fa7a1119,41
faaf0edd,54
fae6e11e,6511
fbe0774d,547
fc359336,20
fc44be9d,2
fc9d9423,2163
fcadb375,1
fd8a7d8e,14
fd9ea437,1
fda1f77d,177
fdd9d0a8,492
fe5208a5,162
ff0f1aca,1304
ffc70ef9,3378
ffe69079,5947
000ab70c,1
01487ec3,128
0205329f,3862
020df849,149
026e3e58,1
02c4609a,296
02da1a01,6
03293a38,863
03384b6a,123
0391499f,2211
05686dbf,92
05e3afbf,9045
05efcbb7,518
07835b0f,401
07be58cb,2
082b0919,209
08882c70,2
08945af6,17
089789b0,494
092fffe0,46
0a3aa014,5277
0b45db3c,3
0bc819e7,3
0d56d666,212
0d981117,32
0dedddc5,50815
0e3eb467,405
0ebb2d8a,5248
0f006548,733
0f218c85,5
0f277722,959
0fa464db,1
0fdad6a7,1
101546ff,163
10910243,589
10f34c95,906
128f4ba1,7858
13af5cbc,479
13bfa5da,4
13e9f78e,163
14187c75,4630
1538d6e1,13891
15744681,4812
15e4f239,7
160c1b41,4508
170e9939,756
17a74641,4299
17e7fa9f,19
18062a76,69
182e4a19,2230
18e2cfc0,5
19382374,74
19ba748a,8
1a3f0a51,13
1b01c4ed,11836
1b797a8b,1
1b9cb71f,1569
1bf50236,1
1bf8047f,10
1c2e4fc2,74
1d444fea,1346
1d7cd1b1,86
1e169285,57
1ebc7efd,17761
1f065544,15
1f25eb4c,100
1f5ff448,931
1fc6c606,1
200102e7,7
202a188b,26
20384e51,157
2046d52a,4
20de3238,73
2199a62a,1
21ad57fc,1
21c6c0d5,1
2205dd7a,60
22ee8a9e,3
2394b793,8
239a8512,284
24b3fee8,1
258601f8,5622
264e4f2c,1404
275f6568,1
2836efb9,18
2849e870,1216
2882146f,10506
288bfddc,14
28e471fb,1
2a9abdbf,489
2b4ca41f,1
2bce602f,1
2c10826e,367
2c240278,1
2d08e606,1959
2d45cc9b,3
2dc63746,1144
2dd40650,229
2e0de5da,14830
2ee63ff8,20186
2f0d4bce,67
2f1be045,2
2f23688b,643
3055d417,98
3056d168,9
310bf553,123
3164047e,386
31f077f8,3318
32b4e970,191
32d6615a,366
330221b0,3681
3340aeff,65
3371dfeb,13676
33beefe1,61
33c21216,19
33def7c0,35
34091644,6406
3416815b,3
3479a83a,2
34d5fa08,19293
358096c2,1
358b0dab,15
35e87701,20869
368cc049,2784
37240acf,7
37363f21,2
3749964f,52
3797f9b7,34
380e283a,7000
38821aa9,1
39c46449,2
3c9a072b,3
3cb3e859,10
3d879c06,3562
3eb1577d,507
3ed2a933,22
3ef54eeb,308
3f750d09,61
3fabab5b,680
40998f1e,4872
4134d38f,8
4136e61c,6102
4177ad59,627
41d3a6bc,3
41db6a63,1038
42247aed,1114
422a85c3,193
42e9a8a3,189
434c4cd6,8
43d2beb5,90
443046a4,1321
44b1eaab,405
4513053d,3
451af639,3489
45a0fd1f,2921
46d98882,58582
47a346ac,4212
47bf8a1a,15
494363da,3064
49583d6e,235
496191f4,241
498c7f66,196
498e2c80,1196
4b756201,1
4b85957c,1
4beb2ba6,9283
4bf6e61a,2
4c01ee86,2237
4c98c34c,1
4cbda774,666
4d11813b,1
4f685104,10
4fe5d812,1
4fe84a27,11
500c39ec,224
5045c376,381
507b1b8b,1369
51313a4c,375
519ba2f5,32
51c21286,19
51da6159,859
5270909d,3723
52a1604a,107
52b9ae0f,30
52ce42e8,1
535053a1,72
53d4d604,52
54408210,10064
5458f517,968
545f5a7c,2
54ab892b,58
54e3adb5,886
5509a121,6680
552a6422,5
56243372,3932
563035bb,592
573eaa36,7144
574f59bf,10
58be4e41,2
58c304ed,317
58d01172,2
59091723,12
5911fd2e,5
5955dba5,10
5983e8fd,113
59969f06,141
5a1ab2c7,2497
5a6166c4,1807
5a6d7b4a,349
5b2e2b5b,28
5bad7a93,2
5be63c93,7
5c5ae474,2
5d2c702d,383
5d495d25,67
5d8ae0e2,498
5dadeff4,1
5e142e5b,2261
5e44d593,715
5eb4f6c2,266
5ef2966e,320
5f1c4036,109
5ff9dedd,7296
6135c3e9,142
613c4c77,425
63096df0,4
631e65a7,1
6332421a,159567
635623a9,548
63a31b26,1
64a10272,151
65d2e216,1
66b56908,1476
66f869fb,22
6730abd8,315
6742a6be,1248
67fff261,36
685b4cb3,482
68928798,193
68e6cb8c,3
68fc7b30,1
69f9dd0e,11738
6a2f63e3,18
6a405edf,163
6bf8496f,135
6c3bc657,3904
6c62ee3c,3
6cc03533,1
6cc9923a,2
6cf91185,334
6d4cf26f,1
6d9b6987,29
6e71128d,1770
6e7b2996,215
6f44581e,1
6fd73db7,1
70591154,2626
711ee120,447450
7120e05e,41771
71fa8154,849
7313e428,11
73a0ee39,172
742667c8,95
744ae245,81312
74756b9e,4
7543406d,272
75442d0d,1
759e7a3f,6
7600ca10,94
7625ec8b,578
76ae1a54,897
76e7fa85,1947
772bee40,4
77673b55,3
7767b6c8,1487
77823562,1280
78aa6f66,9
7a57249a,96
7b6a91af,128
7be94d34,2
7bf4a0fe,194
7c170de9,25638
7ca22149,2
7db6d959,5
7f4e9d07,78
7f6c1965,1868
7fbd8e32,1
80322b83,72
80470b8d,4
8131c35b,1153
81892725,70902
81b6ed75,2
82e2daaa,17
83dc8fcb,26
840161a0,1329
842258b7,1
84305ba0,23
8441e1f3,21230
84a4053b,18
851897aa,562
857ad62b,9
86fa8b66,31
870f64e5,2
879fca1d,167
8803c3d6,45422
885ccf45,406
88d01828,1
88fc2e79,827
894d17ff,43
89ccaeca,249
89ce1360,26
89d27831,210
8a4875bd,2455470
8a6b386b,584
8ab8131d,15
8bc92a40,1
8bd46185,12
8bfb7dbf,130
8c1abb16,22
8d7eb102,2713
8d9a6a2b,9
8e074138,1
8e2e0c41,1
8e97c602,179
8eb2765d,21
8ed8d5d8,187
8eda156f,52
8f5c8f25,8
8f5c9827,55773
8fce8d90,5
90d91b06,217
90f22c00,6841
91888a5e,565
91be858e,4313
925fa76f,2
93a0539e,2186
93eedead,69
94654c88,173
967e269f,7
974af758,9
979e6f17,18
97aeb444,33
97d7ca9e,448
97e04317,1
9934e927,12879
99acd1bc,4
99bd76fd,849
9a413b7b,239
9a85810a,2180
9ad67133,1314
9c4cb104,28
9c90f231,177
9cb2f8f6,87
9cf104a8,1370
9d0c2335,482
9e52bf79,144
9ee2ab36,15454
9f60f35b,27
9f618f17,2
a0215413,9064
a02e0266,921
a0e021a5,773
a108402e,678
a11089e0,15
a12e847c,53747
a14a6fec,100
a17f339d,952
a1d31c50,370
a24618a6,13
a25f5408,8098
a3c59a95,2929
a4084956,2322
a49f492f,2157
a53155fe,3
a586837b,369
a5a78d14,3
a640d8ee,1113
a6e4a00e,560
a8e82b11,43
a94c5fe1,2
a9b6fc23,1
aa6fc8e4,13
ab169851,3183
aba190f1,3377
ac08c305,191
ad557ae2,1
ad88dc9b,6
adffd1cd,3
af8fb571,65
aff45d25,29
b04dfb58,6
b1397299,1
b14d1462,15
b15720fa,19
b1a73f1a,7
b1cffd07,1863
b2b7ca9f,56
b355b9ac,46
b36bdeea,377
b444b7de,857
b552ce88,3
b5b4e632,13
b60cdb6c,9
b632ed6a,4877
b69f5194,5
b6b96cff,59
b755c7c8,45
b7724554,183
b78e6543,11412
b89979f7,1
b9960265,365
ba1ae1f2,171
ba327838,5
ba50811a,1
ba7e5d41,5
ba8e0d8c,1340
bbeedfee,37308
bc5d0f5a,343
bcb827bd,10
bdb51b9e,6
bdb5a01c,698
be2b2ec5,53
be623b56,2
be85a23d,16
befe3ab2,470
bf5b801a,386
c0211f35,78
c0df7947,1
c30e3f5c,6503
c3ebd436,8
c40cc546,3981
c4369550,151
c47fffcb,728
c54c3f7d,21
c57e9a04,103
c730b3c6,23133
c75fd36a,4
c8195c94,6
c9b9baa0,7
cb02923d,35
cb4069e4,1
cbc61465,9861
cc045f4e,2089
cc0bd53e,1185
cc507fdf,77
ccb3c6ff,1625
cceb277e,3
cd142c79,7
cd4cdeb7,1
cd5b1559,178226
cd993919,236
ce152943,1
ced0fe9b,2
cf28826a,18311
cfe1bfbd,14
cff555a6,2
d0a666d9,99
d0be05b8,1
d1263c77,2
d14c4241,60992
d1ba74f3,1
d1e52dda,4
d1eac040,4
d2127b8c,36
d28bd282,42
d3363474,13
d3587690,1
d3692e7f,79
d3b3178d,30350
d3ef648d,1931
d400d41b,11272
d42e625d,8646
d49e3378,1
d669bf1e,33
d7a06f80,2347
d808583a,2
d86f7020,14
d895ce42,3
da33cc12,1195
da440b1d,2
dacc7edf,47
dae220ad,636
db4feeed,1057
dc350f8b,37
dc3b2970,2914
dc49790b,608
dc5e4add,4751
dc7d1db8,24
dce0989d,12
dcf6729d,94
dd701fcb,14948
de3b0f80,1
de85d154,63
de976fc8,2756
df294408,3
df4e15ee,40
df824768,32
e05797ca,216
e0fd6d2c,5
e2392689,44
e27ae37e,6968
e29c91f9,1
e3407672,2
e43ba386,1
e4656f88,92
e52c47ad,1427
e62a69fe,1582
e63a90f7,6752
e6df5de5,1008
e73b13cc,2
e7e18542,49
e7ff95ad,753
e88039d0,2
e8c7729d,1598
e9053da1,21
e9222732,69
e94a9249,274
e95092bb,4
e9b8d8d7,138337
e9e62af4,1
ea2540ab,63
ea2a2670,198
ea2ef758,44
ea62bd6e,37
ea7e24e9,14
eb27571d,4363
eb36a4a8,9
eb3f4b48,749
eb452412,1
eb58b8de,3116
eb95de68,2219
ebd1abd7,1
ebf3e426,4
eca0fad4,13
ecdc1dea,3
eceffeda,1
eda77333,132
edb2e9c8,28
ede7d384,16
ee22d66a,365
ee5dd92d,92
ef319a45,2
f00dcf82,681
f0495994,1
f13a527c,9
f143da2c,915
f1aaf35e,19
f286e02b,129
f293c403,636
f2a86681,4
f3346b3b,537
f368ec80,1701
f36eb53c,1
f37ed101,13614
f4aaaa3d,605
f4bb29ad,418
f4bc4ea9,3
f5243890,167
f558fae4,451
f57f1f84,81
f5da7bc4,1709
f5ffc782,16
f61d040b,31
f6c73089,203
f6df0950,1110
f7f94872,751
f89d1caa,339
f8d834d0,8971
f8e02e7b,1321
f95a9c17,95
f95c85ab,7
f95de29d,2
f9642295,1
f97ba610,6
f995e34e,4
f9a0c0ba,34
fa447596,3
fb5a6535,314
fb83367f,12
fba60933,9610
fbea4943,3638
fc649ce6,9
fc7d19a3,1
fcb1045e,4
fcdc2a3d,923
fd85b52e,79
fdfa8fcd,7736
fe304337,738
fe42b00c,595
ffeafe15,491
00097428,2322
00740f92,2
019a0482,105
034b811d,31761
03683bd4,128846
040b2776,2757
04cff874,2278
0594e7d0,5025
05b9fa1b,22220
05e5de01,1
0623dd6c,5
0692c3c6,397
06a7e324,15
072c9f1e,26742
07655efe,1
08ef0af6,23
096489d0,2
09d9aef4,649
0a00794f,173
0ad241a6,19
0c9adffc,375
0ccaa0a9,1134
0d01265a,208
0dc22ebc,16183
0e4d555f,3
0e8cc492,1656
0f6d2290,124
0f8ad1da,967
0fe29ada,963
0ff80b9d,19208
106d1305,5
1079d6f3,4
12e39ba8,17
142d83b1,10
14d64256,1045
15331ae1,2
158e4944,287296
159387d1,303
15a51a0e,5531
160b211b,20441
16c88d34,7
16f97870,3
17f4982f,9
181a1d7d,946
18680455,3
192d4c3d,43
19e4d5f2,47
1a4a9acf,3422
1a5a7a10,586
1a92e32e,78
1acb6434,2747
1b78346a,8
1c5e2ce1,1
1ce03c7e,1
1cfe9619,45
1d6b5fc9,2165
1e9ab86d,339
1ed0e0f4,113
1efd37c9,112
1f42a5d3,1
1fea300f,720
21409b7a,1
214edac9,76
21a2b2e6,25
22184a14,10
22a70483,217
22d67e1d,6
23394dd4,1063
237648de,6
2392af57,2
24a704b6,33
24cd3c0e,8
251feb12,464
25337e75,3105
25433707,174
25668dfc,29
2579a455,57
25cdb2be,41
26743b66,339
26b5a608,843
2735b1dd,9
28c3ac91,57
29dbf981,2077
29e72701,14
29f1bd7f,1
2a5026a5,5895
2a5a1dc2,791
2ac5bd17,224
2b1f549e,1
2b2348f0,7
2c89c21b,418
2cb33a73,4
2cd8ff6d,56410
2d3b7b9f,1
2d9ede73,303
2dc75fa5,65
2de871e6,13907
2e3eea18,17
2eed76c2,81
2f2c61b8,164
2fd65346,3
2ff44686,3
3053fddc,2
308ff516,3
30930acc,19
311b2a80,1177
31368bbf,9854
31572621,305
3167a04c,1157
31d3e883,214
32a62fe2,12
32eb8a52,33
33b49777,4
34693d77,738
3471c58a,10
3521c4de,11
36a30aeb,42577
3709c91e,306
3755ad9f,68
375e38fd,155
38a73904,14091
38a79aa2,4918
38c63a3a,22379
396210be,13
396fa7b8,2488
39a397e2,1138
39eece25,35
3a195a6f,5
3a22264f,302
3a33d99b,7
3acf3277,4
3ae97f7e,4
3ba1d49e,202
3c34c1ad,31
3e6dc537,46
3e8126c9,3
3f28da5e,19
3f67c4c4,7791
4011970b,743
408efb44,15
416b62df,1546
41971090,15963
42a5d6ce,15619
42a654f1,241
42efa4a3,25
42f70021,81
42f74bb5,637
431431ae,508
4358d997,141
435942b7,2
4384d1d3,533
43cfd7cf,93
43fe2e49,1037
43fe6183,24
44afe9a0,78
450aace5,12273
46c667eb,1300
476d8378,70
4775f4a1,5
4834105b,620
48370363,80
490b330a,17
49b444f1,395
49b47de6,28
49e4cc4f,6128
4a7d6bf9,243
4b13ed87,574
4b2e5044,153
4b304ec2,257
4b3ff349,80
4bc2ca6e,19
4bff0828,90
4c1238ef,1
4d2bd952,3462
4dcdaf19,9
517bef98,9929
51a98961,4258
51fed318,40
521f3ef4,41
52460b2f,45
527124da,2
52b2131b,3864
53302784,2
5353f15b,137
53816cb9,215
53914911,779
53e447ff,2043
53fdbbbc,33
5514cfc6,149
559b9e76,298
56f1bb1f,14
5722ab6d,2
576f5592,522
582c9ea2,10
5853ebb1,73
585f5ec0,20
58bbc734,3133
58e37985,97
5998967d,77
5add013d,1
5b211c0d,16225
5b750ba4,808
5b799d60,23813
5b895305,2919
5bd1e82e,12
5bf3d167,3755
5c2b6416,19
5c2c9739,335
5cc86b2a,22
5ccb40c3,87
5cf373be,201
5d4887bb,20
5d7f83d0,14261
5db079b5,315606
5e12edef,1334
5ec23f2b,256
5ee3686e,215
5ef09e33,35
6008ccac,1
611dec71,497
616fcea2,2
6186a025,1641
620c5895,13
623e7f68,149
629a0986,9551
62f7784a,294
6300906a,187
63350c8a,8603
63c3ea81,758
63dbc4b7,1
6404f5d0,6
64381002,23
65526ae7,21
655334a7,236
65a12b1c,30
65abd575,141
65d08008,11
65ff1d25,27
666f2fef,234
6691d2eb,26
66a4e5a1,57
66b17561,1
66ba8483,48
68b900d9,8679
68de59bd,8
68f8be42,208
6949c332,3518
6a371597,56
6aa93a11,2
6b17d426,57
6b981475,1
6b9e3a58,8
6bebc85c,6
6d81ecb1,22
6db7d068,5914
6e10daeb,1356
6ee42729,5846
6f174836,90
6f21a189,62486
6f49baab,2411
6f6f62ac,3
6fc0d18e,37
6fdf376a,84
722f6318,93
73dfd602,47
74b50736,559
74ce3a27,163
7626b7dc,11
76759795,6254
76eb202f,148
77b39ecf,2
77d8f70a,8
788eddab,1
78ce4d3d,3
7959f646,1
7a12f818,452
7a797e9f,42
7b68b6bf,6
7be36d0e,159
7c11d702,1
7c4b2590,1
7c60ce16,1977
7c89d4a0,63
7ca88b31,6
7d4e0da6,1872
7dcb357b,19
7e79bf92,44
7f015023,6114
7f109c58,7
7f6321a7,431
809856b4,69
80bfaabf,61
80e1a8be,336
8154db6c,7
81823c21,12
81fc96cf,415
82f41bba,4055
83d34e04,5
848db0f5,1
84f68cf0,3
853073be,1240
853510f5,1
8589b55f,13435
85d2a9c5,68
85e0d06b,12
85fa6c8e,50
8622e023,15
862e085a,1
86795ae3,4
8739b936,452
874c7b6b,2557
87579dda,179
87ba6f5e,8
88c18230,1139
894fb406,16080
896209a9,295
8966189c,1671
8968546b,41
899541c7,82
8a247475,111
8be015e3,1
8d655156,2193
8df7082d,65
8e40b517,2
8f6f861f,2892
8f7726fd,165
8f8389fc,8
9016bb3e,3
901701cf,235
913bd042,190
915696e0,790
917bad74,41
91ee96a9,42
921c1b10,3853
92c020b0,800
94709811,1
951b3e40,1719
951b97fa,66
95236513,4
955cf32a,1
95d0427b,60
95d416c3,6
95d6729c,66
963f0c52,3
975dbbc4,124
97927fe9,664
97f882b0,477
98292f1d,5
987b276c,2350
98f18714,65
9955990f,27746
9a891c4a,5849
9b7ee94c,6211
9b97b07f,25
9c1b66db,13
9cc70d63,1435
9ccd510c,8
9dab6d3d,16
9ec31e54,2357
9eec5e4f,250
9f8b589c,6
9fbf5469,11
a04b6549,2136
a0929282,3
a0df0a53,11
a1cf3c58,1
a229f63a,381
a257ad0d,147
a2745000,19
a2a6267e,1
a31bccc9,11
a349f032,330
a3c30d6d,5
a4231da1,2
a496f117,2
a6bc3413,10
a6fc6fbb,2
a718cd12,1028
a73f672c,42
a80eb5d7,11201
a8910300,6
a89a0950,1725
a95c1bce,21
a97d0f5e,30
a9a7b3d8,16582
a9fb0439,42186
aaac719d,5
aabb774d,1
ab7af0af,7892
ad6d46df,19717
ad9c8867,635
b0680e54,2
b0d96423,53
b22cf01e,23
b4196eca,431
b4b7403a,3039
b4d21d55,18744
b52dd2ce,7
b69fdaaf,31
b724b40e,1
b750bad6,1060
b784212f,12831
b7bfee43,4
b9ec8e63,37
ba01c533,24
ba64c7cd,1027
ba78f358,938
ba839883,1359
bbf3db03,1
bbfb8997,10
bca17431,4
bca6cf1b,3
bcac0ed4,2063
bcf4cb96,573
bd037494,420
bd81b955,213
be908521,32
beacd1d4,5
bec2624b,1145
becc9ec8,3
beedab8f,14
bef333fc,32
bf539746,4217
bf74f7f7,2
bf83adaa,15527
bfc25826,6
c0c2260a,297
c1264646,26
c136b9bf,16566
c19097bb,4836
c1bfeb26,13
c1c9d433,8
c2dc1259,3306
c3cdc97e,1
c3f7117b,67304
c405eea3,1
c4410fa6,764
c61804fe,51
c6f77a2a,2
c7197bee,2
c778690e,2
c7eae983,1
c82c1886,13
c84e186e,182
c9b8992b,51
ca6c08ff,597
cad4c01d,132816
cb1a8553,12
cb328204,907
cb82c508,5130
cc4dea12,3224
cdd7fb1c,8
ce576f14,64298
ce811fe5,940
cebbcb2d,3163
cee9116d,10
cef4805a,46
cf1bcf49,350
cf411a23,523
cf7075a3,2801
cf75288b,3
cff7c106,5
d0f7ea68,5
d12b8149,1
d1782df5,36
d1cbb6ea,1259
d203171e,63
d2679b96,3370
d29ed2f5,154
d2a171bf,3550
d2e497d6,989
d2f2e08a,4
d2f5751a,4
d33c7281,610
d34f4c90,9084
d4897fef,483582
d490c47e,305
d54926e2,15
d5549db2,313
d56c818a,10
d6184cd8,1449
d6e0e6ff,142203
d7361b56,2247
d76f18fd,1
d780319b,7471
d783ff51,11186
d8c5833a,961
d8f2801d,101
da247ee7,1161
da3d4ac0,1137
dc33f035,271
dcabd4f6,1
dd12ead8,1
dd8996ce,2
dd961e59,54
ddcef68a,81
de089e2a,434
debd80aa,4
dff52413,43
e0297f6f,3
e0fff246,7
e1df679a,19
e3ab3465,3329
e3d9bff5,1
e43a9cf5,760
e4b675eb,8
e523cf92,14
e58c5a59,1
e61ac8c9,7
e64dfd16,27
e8386953,56
e8811b1f,5635
e89d7ec2,7045
e8a13e3a,2
e90f2770,5117
e95400e8,154
e96c0bfa,1279
e9860931,2599
e9fb47a4,41
ea0ff764,293
ea5a1744,498
ea639fc2,57
ea86d995,8
eaa5a8d8,1416
eb4d3131,18021
eb781d9e,1
ebde4660,20
ec5dda9d,91
ec67793f,3
ee4906ad,17
ef0efcd3,98
ef930bf5,1
efa8de32,1
f0a0baca,1629
f11eb0f4,907
f1937c53,11829
f304f4e3,37
f30baeb5,52
f3ae86d2,1660
f4a7b975,18
f4ea08bc,7
f516847f,447
f5270da6,22
f5486ff8,23
f55c0323,149
f6548916,386
f6c265c7,5
f752cdee,1
f79a2c96,157
f7c430ae,2086
f89edea8,48
f8cf36f1,42
f8f7b4a6,3
f92bf851,5718
f961123c,17
fa1af2c1,964
fa3045d6,6
fa4339fc,76
faeb1d5a,17
fb4e01db,282
fb604137,29
fc946d38,3
fd200884,57
fd9bed57,799
fdd86e39,10236
fe6a503a,5
feb70d53,7782
ff065cf0,102261
ff3b4273,44
ff91ea03,11653
00eb0b70,10
01d61ca2,2067
02635b69,11164
026cae4f,12
02edaeaa,991
02f7c396,47
03091589,76
03b2075c,102
03b2abac,10
03baed5e,30
03e436bf,33
050c6e7a,2
05422d4b,175
0566c713,5052
0569dc29,31
05ed2020,89
060df730,152
06570b6e,529
0671b661,40
06bbd3c5,11
06f5a2bb,273
07d76b42,7109
08f92b6a,1
08fbdd99,35
09d87df2,855
0a739ea1,1199
0af3e1f1,17
0b34155b,1327
0bafdab8,4304
0beb4199,5388
0c91b75f,19
0db49db2,103
0fbe32fa,12
0fe4f64b,4504
10423f12,19
108ad072,103
10baffd5,26
121d0ae3,2
131634ef,5
14626c3f,1
15126643,1
1610002a,21013
1635c451,5
1665d117,201
16a4c87e,19
17945513,1
179db11c,7302
17a8848a,2997
17c39b97,2952
182d1bcd,1949
1832388c,4
19c2a4cd,137
1a7697fd,1503
1b3925ae,283
1bd6348d,13140
1bd8478f,5363
1bf031f7,16
1c2146f8,3
1c40473e,2
1dcccfd5,2572
1defb86f,108
1df52df3,47358
1efdbca1,2130
1f883dc7,27945
1fb25c08,400
20183cff,5
2072a456,108
224e6778,435
225078da,17197
2278f71c,605
230fc4f4,1
2447625c,2
24b36237,9
25add290,2765
25bde783,263
25eb9e76,19
27719ac5,2
27e32d08,423
27e382d6,7
282bdfec,79
2836850d,49
2851200d,105
289261b2,55
28dba53a,7963
29cb67c2,367
29d441bb,11
2abe905d,62
2b7529a8,2
2bd196ed,2
2d854941,1226
2da7f3a2,87
2e21ca76,287
2e602a13,1535
2ed1b88d,129
2fc774b7,3052
3031bea0,5874
30348633,9
30382567,308
306494c0,403
31025cda,2489
310f9b5f,393
31db6f68,5
3310c455,202
339cdf84,3
33c893e7,3
33ea53a2,656
34739058,6929
3491f1bd,8358
34b3c27a,9
34b640e5,1067
35662aa8,56
3592598b,480
367eb49c,96
374e108c,804
3762982a,2034
3872c4d5,2
