site_id,frequency
8f4a7b0c,321
8fcabd3e,19
904ef4da,180
907cb5b7,2
9175142c,5
93cef075,2
940a1d72,25
948f52c1,6
94db4ffc,95
9578c4f5,2450
95ae83e9,1
9623b22c,494
967df9cd,200
9767e5d8,303
976bd359,3
97c9ac6a,11342
98478836,46
991de18b,87
9e1b18be,90
9e8e8d09,109824
9ee9dd00,38600
9f01534c,7
9f46ca08,111
9f737c63,6462
9fa948e7,1
9fe31a99,17
9fefe95f,5
a09ce10c,12
a0efb860,1
a2af7bee,63
a46f09e8,3
a4ae03ab,25
a70e7973,6221
a780d025,748
a97ed6f8,988
aa0b6551,1065
ab526063,338
ad07bffc,14
ae41be8e,11
af62ef47,69
af8f8d6d,2
b002c0f7,27
b09f941a,1
b0e3e8f6,10
b110fda2,21
b1456e8b,2
b1709afe,4
b29c890e,6
b57bb430,23
b85d7e9e,1623
b93746ab,2
b99a2c43,71572
b99fabe0,115
ba9c11c5,1
bc3564f3,15
be0b36be,63
be41279d,5
be5019ab,29
c0644db0,5
c1f33af4,18
c4489453,238
c5fee551,4
c631f5ab,756
c65899fe,1582
c72ac38f,36
c753d07d,5784
c7619099,1
c9d3f197,14
c9dabf4c,3113
cb5d0b86,20
cbb01868,36221
cbb1a70d,1
cd204b9a,1
ce3307ec,139021
cf3f13aa,13
cf49edec,373
cf5f4be6,1
d00d4bf2,32
d187a6d3,2193
d1d511f5,2135
d1defbfb,4
d266097b,20149
d3c2f6bd,2
d5ffa4da,1680
d6480a5b,181
d67495e3,56
d71b19f2,24
d726d630,210
d7985c3a,480
d8297585,255
d8d0abbb,1107
d9945eab,23
dade2e21,5
db3ea4cd,202
db4634e9,2168
db5594e8,2
dca761ae,1
de360fa2,107
dead5491,1
deb24fc8,1157
e0ce2e9d,72
e17e3ba9,1481
e29bddc8,1
e34881d7,1
e3ef9710,282
e3fdd4f3,3225
e4df8ca8,2
e5260f30,10574
e5a03d31,4
e61cbbf1,5
e6f813aa,170
e72b82ae,637
e7bf3570,283
e9c76023,486
e9ef74e3,25
ec4b3f1d,17
ec5a28a2,146
f1002718,1873
f1976cc9,8
f25a9574,150
f2c6a445,1
f33ae024,6
f345b20b,60
f3648c61,247
f62da673,286
f727f4e0,7394
f7b63379,447
f7e75560,1
f87855d7,1
f8b5e3e3,9
f935bea1,417
f9ec1297,902
fa26cfe9,455
fa4f9c81,64
fb14a7f9,65
fb4f79b8,2
fe0a25ae,39
fe2e8046,58
fe7d2ab4,516
fee4782d,2
ff06bce4,9
019de78a,214
0295efc0,11
02b20f5b,2
02fb33fd,2288
063584d1,6
06ec0830,7
076a7ce0,9
078001ab,3
085bfc46,32
088c9073,5
08abeacd,1233
0a65ddd5,16
0aa33af9,72
0b3ebe89,66
0b7c8519,2
0bf45925,88
0c08b6b8,34
0d889a39,1471
0dc19f16,1
10a74e5b,4700
10f24227,3
12000e95,11
13fc4325,9
14333f02,1129
169c2662,12
176b5d6b,86
1952cec7,3
1973ac22,10
19cebb46,1137
19e1bf38,1
1a8a7c01,799
1b4b015f,1351
1b9c3bd3,21
1cb8a52f,2
1d6ad5f6,115
1da7780a,350
2043f0f8,26
20651555,21
2391ce3f,15
23d99ea0,2175
25147cbf,1
25995f1c,212
2631cef6,1
27e10723,874
29db30a9,5
2b1ddb24,67204
2b3f1160,36
2b88617e,18
2bf49fc4,1180
2cbddc48,5
2ccb7139,556
2f9b0fd3,178
2fda93c1,447
303efacd,213
312b5ecb,94
31429f9b,63
326b0a13,4
32794497,1
33175400,39
33a464c9,2
344274be,214
34f59754,16
366a1d70,43
381087ad,29
388a32dd,139
38d0a83c,1
39baca5b,2
3a978234,3
3b9baa00,310
3c689bc8,10
3d60f88a,1
3d7e8fcd,4
3e3abd65,4928
40752d0c,98
40bd4b79,1087
410b82cc,44
41295d90,4097
419a7697,1
42182cef,31
4307b3a7,899
4327e528,1
436ed1e7,15
4390d4c5,1297
43abc248,3
4461dbba,218
448927b2,23
44f60771,733
44fd20d9,59
45523dc6,2
45ddf8ef,130
45e91bcc,2595
46257007,2119
46b0ddfb,1
4848ab00,11
49c5b17b,1639
4a0fb6d1,10
4a2530f5,1
4b9e88fd,7
4b9f6a23,1
4c4493fd,12
4c865e71,57
4cd807db,3
4da308f2,38
4e0f8103,107
4ef24939,11
4f6a095a,1285
4fa4c1bc,5871
500f3527,10
52514a05,1279
539493a3,45
54391e7b,38
543ef4a3,311
56b64ae6,2
56bddb22,1
56c097f0,65
56c2fd20,3559
574d2efa,2080
577dc0bc,23
58c6eb93,10
59a2a16e,1
5a193c2a,15
5a2f1ae6,147
5a501379,51
5a51436e,358
5a83611c,6764
5b0b8219,2002
5cf9443f,10
5dfb3e1e,2
5eb1d12d,292
5ecae200,8
5ef24d26,370
60b2efb3,43
61514710,5
6166bac2,2
61c872a7,2
61d63b29,309
621fc84d,1301
6229e019,91
63171100,1
636f3a62,11341
64c9f28d,47
65110177,3
6594e957,52
67140f28,40
67bc9ecc,2
682470b6,1
689b25c9,1
696db110,2
6b400013,10
6b6ce274,24
6cb946e2,417
6cf6f576,37
6d205377,8
6d38494a,1
6ddd042f,2
6ec0e3b4,6
6f1058d5,5919
6f703d13,1117
70606640,47
70a14934,236
719302d2,19
72b11e77,67
72c40ad8,2
73fa5247,181
75b3e7ef,12
75e3624c,1512
7697ed3e,33469
76e45425,33
782e66e7,112
78647fa8,19
790c9243,810
7953bb38,2028
795ade11,2106
7b61dd0f,108
7d22c40d,2
7dd99278,268
7fa5a4d1,339
81bf62aa,2
8274ff04,255
83337efb,6723
870e6900,3
873df4a2,74
8756a509,83
87cb5f55,7369
882e3b09,1
88f37eae,150
89b09193,1
89b64ce6,259
89cd1be9,3
89f5c4bb,1450
8a003607,20
8ab5bdcf,918
8ac61d5d,41
8ad8448d,6
8b12e0de,6
8b41f15f,134
8c48f814,14
8d1b4b27,25
8d1b9c8c,1488
8ef38d5e,2
8f4d8b5d,1
8fda644b,3050
90fe0051,74
91e18f04,183
925b7e3c,302
9358b394,399
9500f195,385
961ed9b9,50
971444a0,5
99be6362,3
9a977531,173840
9b7b68b6,374
9c8282d2,4
9ca3186e,4
9e7db4eb,32
9f1fe97f,1730
9fec7585,10
a1699f4f,148
a4f319b6,1624
a5200f51,18
a7c38c53,964
a831e579,18499
a8562654,84
aab3612d,16
ab893f5b,10
abe436e0,178
ae350036,1462
b0f891da,1
b19c68c5,4
b22e2670,7
b2fcba59,9
b3380c23,9
b345864e,7
b50b7e1b,1
b5d687de,1
b60a518f,98
b64a28fc,450
b665753d,863
b6a47199,5
b704e985,4
b73c5bb6,197
b833abfd,997
b9dbf766,2
ba026e4d,10
baeece52,196
bb407509,641
bb6435db,5
bc266cea,5
bcb3fa8e,2139
bd5caf8b,5
bed0bccf,22
bf979fc8,4
bfc93a4b,4126
c2754caa,224
c4043216,66
c53b4619,3
c5689074,127
c621843d,52
c685914b,7
c68ab749,2
c6af341d,13251
c7de668a,8
c80dedf8,1
c893523d,4
c9a5e74b,697
ca399bc8,13
cc0bfaac,1
cc9a76a1,168
ccd9611b,1
cd0d8431,2
ce05fac4,5
cff3892a,206
d0386648,2
d0cdb0b2,113
d240c6be,18
d3363614,27
d37cc6c5,8
d43e62fb,11695
d60ce221,2
d6319fac,40
d653afd9,1937
d6d18946,4
d7ea6e0f,515
d81edece,1
d876a883,46
d8c7670c,48
db1e6597,127
db511b29,4
de0c8147,59
de51133c,1
e02282bd,2
e023ba3e,82856
e2ae829f,367
e2c58157,4
e452df96,1
e563a8d7,23
e67688c9,1204
e7777bfa,2704
e80731d3,54
e80ee3e1,635
e918ce66,52
e9ca7d40,33041
e9d5a4fa,3
eb598f71,183
ebed5b03,263
ecb8adfc,2552
edcb943c,1
edfdc19c,690
ee4c822c,2086
eee82884,3
ef1206b5,15
ef457b71,725
efca7c44,1
f203fb1d,23
f28eeb75,24
f2dcbcff,197
f320194f,5
f34bffc9,613
f34c5741,703
f3e0b950,126
f48b083d,3951
f4a4fc10,173
f504110c,2
f5bf2bfc,483
f5d1a67c,18
f5d61d6b,2
f7727450,110
f78fa6a2,357
f7f3b648,2
f828498d,1
f9c4aa74,1193
fa2f411d,35
fa30daf5,1205
fa5236f2,11
fb5257c2,2567
fb6f4255,196
fd73960d,32
fdff791e,13
fe8cc448,11927
ff9bcf52,207
00c4262f,3
012662f7,7
01b54156,1
022cae3f,1
02a3c438,20
02d41cd4,23
030095a6,100
030fed15,2921
04364ca9,3
050c457c,3
055652eb,2
068758c7,21
06c3aee0,2388
0772aa45,63
0865bdcb,828
0939f956,497
099a7271,103
09b74f3a,200
09c2c829,3
09e1294b,5
0adb17f3,11
0b0149c2,2
0c9c68e0,144
0e3aeeeb,480
0e714be0,25
0e804db3,2
1112512a,4
11b0b28b,10917
13b31263,28
147b41bf,677
17526a46,7
175496c6,98
180a48d6,3232
18c66a69,1
1a4b95c6,3
1a4f2ebb,4
1ad6808f,1
1b313e91,3
1b6c8f62,1525
1c31ac16,1
1c504501,2513
1d32fe02,3
1ddefbdd,2
1e25e084,17457
2012f737,41
212fa59d,2609
23233c2f,11
25156f33,7
25e8ca96,34
26edd5a1,425
27509441,30
28616ed9,7225
28e60495,6
2a4eac4c,1016
2ab4f348,598
2ec7fd9a,20
2ee82a0f,10518
2f3ef1ae,2
2fae2cfb,1
30790acc,13
3136689e,2445
31c7d7ab,5089
33de3cff,154
3421ce46,20
349dcf17,1
371dda5e,1
37424d8c,43
39a1ab6a,23
39f14770,1210
3a4290dc,5
3b64c6f6,20
3bc3e002,7
3d23360c,16
3e7b7453,1659
3fc3d822,1498
3fd4919f,1257
4130fefa,232
42494554,1
424f3d43,17
43907498,407
4544c504,242
46bf7b42,2
474240c0,47
4745f1fc,113
47509647,54
48ffbc2f,1
497ad9a3,215
49c53160,1822
4a15de74,855
4ad8fafc,1933
4b9833be,226
4ba1f4f2,1
4bbddb68,18
4c8021ea,25
4dd416b2,11
4e9603f6,3661
4f330f87,221
4f55ef00,114
4f62cc06,2
5014edea,18539
514d6ca9,292
51550353,91
51a8ceda,1032
547ddb7b,15
54ff95e8,681
55dc18cc,7
562009b8,1
58d49431,6
5bf18a03,114
5d1656ad,11
5d33ff07,1527
5e03b073,2032
5f444b28,50
5fde0f3e,7
609565c8,174
6509a456,3083
662dfee5,3
666e173c,2
66df8b6c,1299
67ee2827,1518
68d60e76,16
68ec425f,898
69a16cfb,3
6ad97e7a,2088
6cd5e7e0,15
6cfbc5cb,4
6d22bc99,9
6ed98e24,3
70c8b87a,6898
71b00509,1
71e4a1bf,31
7350b905,1
7351b66e,1
775af77f,1
78f284c7,492
794c7179,1
79df8c62,74
7a34d501,9474
7be987a1,2
7da42dde,7
7dd7ac7b,119
7fd427e1,18
81894a37,3
821bd996,4181
822be9e9,56
84a56636,6222
859fec7a,4
85d5968b,6
85f751fd,14596137
86981712,55
86cfd912,604
87e7f3a7,19
89c104cd,1
8a911c5e,76
8ba29df2,179
8bb22867,325
8bbbc181,20
8cbf056b,1361
8d3626e7,11
8d703822,36
90a340b2,5476
93028f16,100
93f1f058,1
94fe1b31,1
95b717c3,6
95c20a3f,13
95c32f81,1736
95d2b2f6,35
9660c306,2
96710185,1
96a26ed1,1
96e44b4b,6345
97178fdf,1
9734d95e,102
974a884f,7
97e9a81f,1051
986a70d7,647
9abcf2b0,965
9b7fbb81,11
9c4cbbcc,2
9c85b71e,186
9ce8cdee,29
9d0861e5,2
9d171a5b,8
9d2dcc2b,131
9e3f740b,8
9f4b7997,1
9f99b01f,3
9fe0fa9b,5758
a14970ea,53
a27e78f0,46
a27e91bf,1
a2ff7f93,4
a3bd852c,10
a3c26c88,1
a3d9a1db,37
a522c8ae,1490
a5a5cf65,62
a6e60555,15765
a72f40ce,49
a82179f8,2504
a848250b,585
a930eef5,13
a956c0f9,3
a97cc40c,260
aa35cf29,331
ac7a73db,429
ac7e6889,110
ac8e0b25,1
acaf2eb1,732
ad350224,107
ad786c1a,2366
adc637ba,20
adcbacca,4
aeab324f,69
af850045,199
af8da1d6,429
b0490961,153
b0713afc,258
b0dab9cf,41
b0fc2315,402
b1c803b6,7
b2d51af9,613
b42ce4e4,6
b6b3c39d,9305
b6c7c98f,190
b7c047ca,3
b90de9e7,21
b935c3c7,21
b9d5c684,1109
b9f0c033,19
ba29268e,1
bb9c98dd,32
bd36ed24,23
bde7a264,1
bdf29b81,1274
bf67ee73,1296
c0bc565a,11098
c0e7b843,68
c1d207f9,697
c2857fb9,3
c321c5d2,1269
c586b7e6,3
c661715c,382
c6ac6801,49
c70e6525,4170
c84b39a7,12
c8662293,2
c88e6460,3
c98a4967,542
cb11003e,18
cf4a0add,215
cf634d26,35
cfc22fc6,537
d009c200,516
d0f6561e,5
d102353a,15
d1057929,1
d155e039,3
d16ba703,1
d1e077b1,27
d2025eb4,165
d2298f1b,10
d24f3bd9,743
d38184db,24
d384de4a,26
d3affde2,83
d4e385f3,56
d4f57f92,280
d5976bb3,1
d5db46c0,1
d6310c65,201
d67ec04d,15
d6a07a39,176
d6a3b288,4
d700b209,6
d8540407,286
d8a6b365,1
d8c5ea8e,7676
d8db2809,2
d8dc1aff,3
da63c40c,2993
db0c72bc,7
dc058ec9,2
dcb976a5,82
de0d6110,279
debc27f9,7
deec834c,270
df2ced6f,2
e0a98774,41
e22287e7,25
e2b58628,98
e3c09f3a,160321
e421a0c5,9
e4c4c352,171
e4fa5806,69
e4faa652,1
e553d638,61
e56dbb9b,5523
e5f7c4e0,62
e6ada4f1,11
e6afe03a,1494
e6f1b084,1
e76b2b74,60
e78efbe6,9
e9e7a6b6,805
ea9f768b,1
ebe27d13,12
ed895faa,184
ee3d8a91,4
f06e55cc,1032
f147d8a7,99
f1a86965,1
f237593a,394
f41cb38d,4
f46d1f9f,128
f4ae4c6d,1
f4dc6767,1
f51d7d4b,4
f61eaaae,48145
f67a8f4c,43
f935dd64,7
f97b4d13,1
f9c69707,59218
fa7dda01,408
fcadce02,6
fcf494bd,7250
fd4646db,68
fd61a7da,3
fdcf8992,3
fe23875d,17
fe290a08,24
fed1a009,60
feda5e8b,1
ff0784fb,352
ff18c3d1,11726
ff1bcc6f,1483
ff55c4ea,366
ffb2c209,5054
fffde64d,11
00476056,14
0114bb39,110
021b532c,10
02610967,6
052ba598,233
0551477b,54
05c65e53,12847
066a0884,1437
07b5e922,9
08a4adea,99
091c2c9b,7
0b518647,418
0b5c0120,1
0c2fd8de,54
0c4a0067,4
0cc7b61c,1201
0d1c8470,191
0d3a5c4b,3
0d3bf816,4
0ec376a5,405
0f5dd990,447
13a427de,1
1661bb7f,222
16b4810b,50
16cad76c,89
1a5f55b6,1
1ad84bd5,9
1b4249c3,4
1b4a95c0,207
1c31feec,96
1d33071f,202
1f5e8efe,52
2004e0e6,3881
21a679b1,44
21b3d231,1
21fe0a14,59
22d8605d,2
230e4fea,434
232c7e71,246
2415bccd,23
248ed81a,315
259b7ff3,3140
26411c27,6
26818694,25
273e2aef,52
27463ebd,205
2785dbf2,105
2789a1f0,1736
28af9cd5,6
28d94921,4
2a0088df,5
2b78b9f0,1252
2ca46df5,366
2ca8bdfc,41
2cf34e18,1
2d69e180,188
2d7ea600,30
2d85e038,16
2e86439b,5
2ef2be34,20
2f8c1165,1
2fed2391,346
2ff3e0e1,4
304035ea,5
3058e14e,27
315914b1,103
321877aa,23
33dc302d,12
33fa5bfd,805
340ad9fe,1796
34445fcc,10
34d1d55f,102
355c4559,3
374a438a,2
378be08b,15
37a7f08e,38
385f57b3,2315
398cf333,3
39cffaa4,9512
39d85719,372
3bad8886,3
3ce4be5b,4354
3dff2c35,524
3eb3e55c,18
3ed01101,32
40629f36,7
40667bbd,906
409e705b,3
42167683,29
42b10058,971
42fc6aba,418
45352db9,1284
462db17d,181
463a8e85,1
469eef87,6
469fd1ad,2679
46bf159a,1
470bf185,864
480eee51,948
488e7205,7
495a2758,21
4963b9fe,1550
498f55b7,4
4ac4c910,28
4afc9433,6
4c38f5c2,2
4d20bc4b,3
4d44ed5a,1351
4ebbca24,9
4f9215eb,2312
4fd4e711,355
5029b7c5,44
5036cb28,2
51d9149c,300
54114ceb,49
54c3c987,1
55cf66f9,373
565fc7e8,2
56c44384,35
579d7836,99
57d2ac52,75
57d5fbb4,152
5b25e90c,91
5cc17f0e,3
5de0a7a9,6
5e0f8522,135
5e2a5c16,40
5e910e35,3
5f3ef28b,149
60686707,77
606b1e07,28
61118623,32
61a8c644,30366
61f5295b,1
620b4c8a,1
63f37011,2
640ff09f,574
64556dcf,2
64f3c4a2,17
656c4f25,476
65c67cb9,4
6710c170,1
6856303d,68
6a0be1ae,189
6a5ac3b5,3
6aedc770,8
6b175d24,3873
6bde3905,12
6be8416f,1293
6c474eac,68
7043d928,608
70b78fa0,55
72d77ade,40
73415add,5
7352165f,13
7480e371,13764
74c7164e,3
77cd8bf3,8
78a3f57c,19
79d1bbff,594
7a5273ea,3
7b912197,17
7c2c5fdc,232
7c6576be,28013
7e93c8eb,142
7eabd276,1
7ecc7eaa,18
7ff03653,20
803d3338,1
80b3594d,8
80fe6d36,1
826d04d2,1467
835bde34,199
83ae82f1,19
842ab526,49
8539af40,1
85b3d571,410
8724335d,2
88b0690b,1
8a3ef90f,6
8b62d681,1
8bc5ccf8,456
8dea8a9f,388
8deec63e,15
8dfecaca,744
8eb5ccad,64
8ee11403,266
8f5063f8,18
8f6ae7ea,39
8fbe746d,15326
902d68d6,28
91033a8d,565
915a59a3,1084
921e3d8c,1
93024642,1
933b8709,1437
933c9c3d,303
93eaba74,185620
94b21ebe,36
95d5992f,5
96fcf467,1
9704e6aa,224
9853a212,88
9ae87f35,416
9b85fa4e,16
9cca1242,3
9d40630e,11
9def62fd,1
a0a4523d,10771
a27bf17f,1
a791b1e3,1
a859efca,921
a93180aa,2
aa55f77f,6
ad2b4369,1
adc0f98d,121
adc38581,5570
adfe20ce,822
ae4d9eb1,10
ae835c92,19
af125500,28
af3a7dd2,47
af544f8f,4602
afa4ee52,112
afa9c558,2642
afb398db,163
afd786ed,44
affacb6d,1588
b16f6996,1705
b264d110,103
b3be620e,20
b570764c,41
b692c7b2,9
b6a7185b,1
b7eed96d,30
b7f62e64,3
b823e434,9
b8c50981,35
b96a8adf,77
b9bb7678,14
b9d6a79c,159
ba43619d,187
bac9639c,1
bbfbd694,1
bc9ab09f,42
bcb175bd,36
bdb4567e,6
be2ad981,3
be4e229f,1
be60ea02,397
beb4af54,7
bfb9afb4,1
c111263e,13
c280ce82,3
c2839a75,41
c28f420d,2870
c54454a2,24980
c548034c,106
c5a5b0c3,178
c5d2be9e,257
c6806ff8,8
c6eb6988,1
c74e86fb,19857
c84a96e5,90
c95e3c4a,52
ca023988,1
ca7b62ba,1
cbeb1cd5,1
cbfa83aa,39
cd2b4a43,2263
cd4909d0,50
cdb44cf2,1
cde25b64,1
cfddefc6,4
d12ce87b,70
d191be52,54
d1a51189,36596
d2d58e96,3
d47bac9a,1
d91f6f41,320
dcee0c5e,397
ddcc553b,3245
dde8c24f,154
e0db3d09,1891
e12d431d,5
e1db5c62,350
e2d5b89a,503
e3088707,10
e3816bf0,64
e44cb96b,11
e4f6aee2,38
e515fa2b,111
e65ac32a,12
e6716a5c,427
e67b91cf,382
e691404b,8
e6f506cb,9
e7eebe29,14616
e83fd30d,132
e97193a8,1
e9fd9d54,4
ea40a74a,31
ea563a05,1
ea81afe8,373
ed3b812e,336
ed57a78a,471
edc8c80d,15
eddd0239,6
edf9f207,5
ee5b25f9,81
ef5c772e,6
ef5ed6b8,1708
eff5abd6,268
f07539ff,57
f0a3e15b,2
f1914986,1954
f2271eda,34
f31b6831,31
f392c0c1,6
f39e07af,81
f5343036,33
f58d0bc8,23602
f8f45980,1
f8f6007c,203
f93816e1,123
fa004722,12309
fa051099,348
fa5ed495,5
fbd9e53d,1
fe16ee49,756
ff4425e5,139
00b73968,39
00cfcfd6,21
00f648b7,1436
01717d7a,3
01fb37f8,1
023f3644,7563
028f551e,73
02aa8b13,5
02d5ce7e,287
03019612,5
03acccd7,957
06284027,2574
06487a36,142
066d7210,1
07169d49,12
07c0f30b,52
08283896,4
087ea3ac,2
098e18a3,41
0aa5068e,4
0b66ff9a,5
0c02d7ea,95
0c0c06b0,10
0c207bcb,8
0e233cbb,145
0eb72673,107086
0ee0f7ad,1353
0f7822e8,3099
0f8c2cf7,86
119e20a1,5
1371e120,41
13d2ff90,36
147fe840,329
14b075e9,40
14c5faa4,19919
174085c1,14
174b732a,172
1820df62,90
182b15ce,2
1852114c,572
18dc2257,15
18ff3ac2,6
1a2d9cc1,4
1a311283,1
1a5c1d83,24890
1ae15661,7
1b171d6d,29268
1be2aed6,1
1c3a1b95,3848
1d2dd110,7
1d5464ef,7
1d6e0bd7,1636
2001c609,49
203b00f1,22558
2092875a,5776
21244032,1
2191637a,994
21fe9b32,3
2213eaec,1
2295e176,1
22d080df,3057
23029590,1
23195591,1
24517973,412
247cf33f,9
251d10c4,7
268bbfd0,1
29643650,6
2a5d9f5b,216
2ac17d2f,1460
2b9d088f,16
2bd62959,1
2c3ce923,39
2ca32a2a,20
2cea1581,28
2ceda8e7,3
2e607b44,855
2e789246,400
2e8272a8,26
2fe3eeed,4
2ff11fd6,286
30245152,6
303409f9,12
31073bd0,33
31d5485c,14
3287d335,1280
32b86b86,4
32d2a610,27
34040f5c,2479
34781e41,3686
3481d285,261
365fa285,22
36979604,3
378a10e5,178
382f795d,4577
38324255,122
38e289b1,39
38ebb837,2
39cce823,1
39f7e392,5
3a3c3de5,12
3a3e276f,77
3a584bd2,437
3a77112d,36
3b517835,2
3b624dd8,7
3bbbaf8a,3
3c1ff54d,769
3c438678,104
3dab066a,230
3dc5b584,14
3f638d32,4
3f93eac5,1
3ff90ded,2
408c7a97,120
41d45ec1,7
424f0ecf,10872
426b0559,775
42f65d55,562
43402849,630
43891919,2
44637516,15859
44723753,1
447822ba,10
457a1816,1
461f4ff6,2256
46a552bc,1
47c5a6fd,3
49c3922f,285
4b5bb5fc,522
4b68d55c,2
4c513588,153
4cb8a479,963
4d3710b4,2
4d51e6d3,15
4d6718af,5
4faf9dd8,106
50797a62,6
50ac326d,1
50f7ab2f,615
519f5e8c,7
522580f6,15
52c67a67,3110
5313517f,582
53837936,3
5479854b,2
549ebcb5,2
54e6fb06,16372
5576d380,2
559c44cc,1
56451959,1842
56da7f73,76
56dab055,812
579893d6,1661
5a55dc23,2772
5a95675b,289
5aae7ba3,1
5c336903,28
5c727514,165
5f4102a4,11
5f483e36,594
5fde2c02,1
609ab969,1856
61f44b54,8
6256f5b4,315840
62e26fa8,8
65cf8a1b,342
66095cf2,19
666771d6,58
68473417,29
695016bf,2
698f37db,30
6b2e97c5,3
6bdcda77,2376
6cbf3904,244
6d99ad8b,147
6e0697bd,3130
6fc15803,1
7088862f,179
70cd5ee8,13
70ce24b7,8
70dd8336,88
70ed6df4,5134
7166f4e9,427
71f71925,1093
7443a906,22676
75012687,5
7521daa2,1
756df6f9,12
75ce76a3,11
760bf05a,14
763aa9ad,3300
78776c14,242
788c5725,38
7aede992,119
7b099edc,1
7b5f49ae,13
7baa6969,83
7c00223c,21
7ce4f659,3
7d272359,798
7df88e33,253
7dfe7ae2,2
7e0849a8,56
7eff1169,2687
7f29b648,37
7f9a9620,22
80359d85,81
80c247a5,93
80e400d2,6
8126b828,172
81318160,20
815c2cc6,52
83776437,4
849bf4af,84
84bfe282,3727
8531333c,597
860e6dda,52
88bc3ec5,4
89163b3c,115
89484bbe,991
8afb8de6,2
8cbacf0b,5328
8d41b245,77
8dc965dd,129
8f85b7f5,1021
8fd988d0,463
911fd6b7,153
917f6df9,58
92c7cbe7,99200
936b47fd,79
957613b7,27
98902b4d,1109
98ef8561,6
99b4d81e,45
9a032bf6,12
9bd15d9a,156
9cc8fc42,14
9e293f11,296
9fbee5b4,1
9fd919ea,18
a0c536e1,4
a1123bfd,13
a1566b26,22
a1bf8bc2,25
a1eae508,3
a2cd448b,2307
a35af04b,1376
a52333d6,38
a5c559cc,287
a5eeacbf,3
a6ee9663,40
a73ba730,53
a7864d18,2
a8dcd402,42
aaec060a,63
ab4ed08b,5
ac195635,33
ac843452,202
acc650b1,522
ad371100,5
ae150f65,1
aed85b19,7
b035f744,4
b0707a73,3
b10189ab,917
b1466b94,938
b21001c3,2
b25aa6e9,2
b47691e1,2
b5165f9e,3
b657ab88,5
b8ef7c84,13
b90ec991,434
b9c73684,1
bb4524e7,168279
bc2cab44,696
bd7ee0fb,1
be255eb1,48
be78eb00,250
c078e342,3
c1e9bf32,104
c3a89a0a,160
c4f3c3f5,327
c4f81108,1398
c50b4da8,13
c5ce1d83,8
c7187952,76
c7357eb5,1
c7636eae,5183
c8b89cd8,1
c8de7bb1,56
ca559443,1
ca781b09,17
cb87a34c,44
cbabd2a4,1246
cc1b7a47,11354
cc7beb1b,435
cdf91130,155
ce4f2590,74
ce5ad4c4,1452
cf202efc,5
cfa59b9c,3
d35c370f,759
d5d760f7,5461
d6cf02db,6
d6d56f83,9
d8386570,1
d8507ff2,1
d9490ec9,30
d95a745c,9
db34c7a9,1959
db45d754,9624
dbf9e4fd,2
dcc019de,51042
dfb4663b,1214
e035d48a,247
e2d816b7,132
e3f433b0,36
e41fe8c5,2
e647457e,205
e66a75d9,9
e681687c,25
e7a70464,1
e8692a75,3251
e8ffea3a,19
ea30701b,5
ec2bc575,80
ee80e940,145
efa90157,21
f1b5c97e,1428
f21fe5c9,82
f27ff6bc,1
f426bfcf,18
f60b80c5,2
f6202c04,1
f6c4579a,1
f7773873,9
f7e20427,28
f908b600,23
f9e1a388,9432
f9fa764d,133
fae610c6,782
fb28c45d,8
fbefe81c,403
fc7bc817,25
fdb923ed,1
ff9d066a,1252
